1957   418.9   20
1958   439.1   19.99
1959   459   20.01
1960   479   20.01
1961   499   20.03
1962   518.9   20.05
1963   538.9   20.07
1964   558.9   20.05
1965   579   20.08
1966   579   40.06
1967   559.1   40.07
1968   539   40.06
1969   519   40.03
1970   499.1   40.03
1971   479.2   40.03
1972   459   40.05
1973   439.1   40.06
1974   418.9   40.07
1975   418.9   59.99
1976   439   60.03
1977   458.9   60.01
1978   479.1   60
1979   499.1   60
1980   519   59.98
1981   538.9   59.98
1982   559   59.97
1983   579   59.96
1985   579.1   79.99
1986   559.1   79.97
1987   539   79.99
1988   519   79.99
1989   498.8   79.97
1990   478.8   79.98
1991   459.1   79.96
1992   439.1   79.96
1993   419   79.98
1994   418.9   100.1
1995   438.9   100.1
1996   458.9   100.1
1997   479.1   100.1
1998   499   100.1
1999   518.9   100.1
2000   539.1   100.1
2001   558.9   100.1
2002   579   100.1
2003   579   120
2004   559   120
2005   539   120
2006   519.1   120
2007   498.8   120
2008   479   120
2009   459.1   120
2010   439.1   120
2011   419.3   120
2012   419   140
2014   439   140.1
2015   458.9   140.1
2016   479.1   140.1
2017   499   140.1
2018   519   140.1
2019   538.9   140.1
2020   559   140.1
2021   579   140.1
2023   579   160
2025   559   160
2028   539   160
2029   519.1   160
2030   499.1   160
2031   478.9   160
2032   459.1   160
2033   438.8   160
2034   418.9   160
2035   419   180.1
2036   439   180.1
2037   459.1   179.9
2038   479   179.9
2039   499   179.9
2040   519   179.9
2041   539   179.9
2042   559   179.9
2043   579.1   179.9
