322	1081	260.1
323	1081	260.1
324	1081	260.1
327	1081	260.1
328	1081	260.1
329	1081	260
330	1081	260.1
331	1081	260
332	1081	260.1
333	1081	260.1
334	1081	260.1
335	1081	260.1
336	1081	260.1
338	1081	260.1
339	1081	260.1
340	1081	260.1
341	1081	260.1
342	511.2	178.8
343	466.8	178.8
344	490.8	178.8
345	580.3	178.8
363	4.931	6.025
364	4.935	6.016
365	529.8	165
374	585	91.54
375	453.2	90.5
376	445.6	214.7
377	581.3	213.7
378	529.5	165.1
379	529.6	165.1
380	585.3	91.55
381	453.1	90.47
382	507.3	90.47
383	559.9	90.51
384	481.2	91.52
385	533.8	91.54
386	451.6	115.7
387	479.7	116.4
388	505.4	115.7
389	532.2	116.4
390	558.2	115.7
391	583.2	116.4
392	451.9	140.4
393	479.8	140.4
394	506	140.4
395	532.6	140.5
396	558.4	140.2
397	583.8	140.4
398	449.4	165.3
399	477.2	165.1
400	503.5	165.3
401	529.8	165.1
402	555.8	165.3
405	555.7	165.3
406	581.1	165
408	449.1	189.9
409	476.8	189.4
410	502.9	189.8
411	529.3	189.4
412	555.4	189.8
413	580.8	189.4
414	445.5	214.6
415	473.5	213.7
416	499.5	214.6
417	552.1	214.6
418	525.8	213.5
419	577.4	213.7
420	1081	84.9
421	1081	84.86
422	1081	84.88
423	1081	84.9
426	447	190.1
428	430.9	98.96
429	451.2	98.94
430	451.2	98.94
431	470.9	98.93
432	491.2	98.94
433	511	98.94
434	531	98.93
435	551	98.94
436	571.2	98.97
437	591	98.98
438	591	119
439	570.7	119
440	550.9	119
441	530.9	119
442	510.9	119
443	490.7	119
444	470.7	119
445	450.9	119
446	451	119
447	531.1	119
448	510.9	119
449	490.8	119
450	470.8	119.1
451	450.7	119
452	450.7	119
454	431.1	119
455	431	138.9
456	431.1	138.9
457	451	138.9
458	471.2	138.9
459	491.1	138.9
460	511	138.9
461	531.3	138.9
462	0	0
463	550.9	138.9
464	571.1	138.9
465	591.2	138.9
466	591	152.8
467	591	139
468	591	159
469	571	159
470	550.9	159
471	530.9	159
472	510.8	159
473	490.6	159
474	491.3	159
475	471.1	159
476	450.9	159
477	430.8	159
478	431.1	178.9
479	451.3	178.9
480	471.3	178.9
481	491	178.9
482	511.2	178.9
483	531.3	178.9
484	551	178.9
485	571.2	178.9
486	591.2	178.9
487	591	199.1
488	570.7	199
489	550.9	199.1
490	530.8	199.1
491	510.9	199.1
492	490.8	199.1
493	471	199.1
494	450.9	199.1
495	430.8	199.1
496	431	219.1
497	431	219.2
498	1081	84.86
499	1081	259.1
500	1081	259.1
501	1081	259.1
502	1081	259.1
503	451.5	219
504	471	219
505	491.3	219
506	511.1	219
507	531.1	219
508	531.2	219
509	551	219
510	571.1	219
511	591.1	219
513	551	219
514	571	219
515	590.9	219
516	591	239.1
517	570.9	239.1
518	551	239.1
519	530.9	239.1
520	510.9	239.1
521	490.8	239.1
522	470.4	239.1
523	450.7	239.1
524	430.9	239.1
525	431.1	259.1
526	451	259.1
527	471.1	259.1
528	491.1	259.1
530	511	259.1
531	531	258.9
533	531	259.1
534	551.1	259.1
535	571.2	259.1
536	591.2	259.1
537	591.2	259.1
539	510.8	179
540	511.1	179
541	511.2	179
542	492.8	153
543	493.1	153
544	1081	259.1
545	1081	259.1
546	178.9	80.12
547	152.8	80.12
549	153	80.24
550	153	80.35
551	259.1	80.53
553	179	80.7
554	179	80.7
555	153	80.93
556	153	80.99
558	259	81.46
559	179.1	81.92
560	179.1	82.04
561	492.5	152.8
562	493.1	153
563	1081	258.9
564	178.8	80.41
565	509.7	178.8
566	509.7	178.8
567	1081	259.1
568	1081	259.1
