2168   385.1   20.09
2169   404.9   19.9
2170   424.9   20.1
2171   445   20.14
2172   465.2   19.92
2173   485.2   19.91
2174   505.1   19.92
2175   525   19.95
2176   545.1   19.99
2178   385.1   39.99
2179   404.9   39.98
2180   424.9   39.95
2181   445   39.95
2182   465   39.94
2183   485.2   39.94
2184   505   39.94
2185   525   39.96
2186   545.1   39.99
2187   545   60.04
2189   525.1   60.09
2190   504.8   60.11
2191   484.9   60.1
2192   465   59.97
2193   444.8   59.98
2195   425.1   59.95
2196   404.9   59.98
2197   385.1   59.95
2199   385.1   80.02
2200   405   80.03
2202   424.9   80.02
2203   445.1   80.05
2204   464.9   80.05
2205   484.9   80.04
2206   505   80.06
2207   525   80.05
2208   545   80.09
2209   545   99.92
2210   525.1   99.92
2211   504.8   99.92
2212   485   99.92
2214   465.1   99.94
2215   444.9   99.92
2216   425   99.94
2217   405   99.95
2219   385.1   99.94
2220   384.9   120.1
2222   405   120.1
2223   425   120.1
2224   445   120.1
2225   465   120.1
2226   485.1   120.1
2227   505   120.1
2228   525   120.1
2229   545   120.1
2230   545   139.9
2231   525   139.9
2232   504.8   139.9
2233   484.9   139.9
2234   465.1   139.9
2235   444.9   139.9
2236   425   139.9
2237   405   140
2238   384.9   139.9
2239   384.9   160
2240   404.9   160
2241   424.9   160
2242   445   160
2243   465   160
2244   485.2   160
2245   505   160
2246   525   160
2247   545   160
2248   545   180.1
2252   525   180
2253   504.7   180
2254   484.9   180
2255   464.8   180
2256   444.9   180
2257   425   180
2258   404.7   180
2259   385   180
2260   483.2   89.06
2261   483.2   89.05
2262   483.2   89.05
2263   483.2   89.06
